order_id,order_datetime,store_id,product_id,promotion_id,channel,payment_method,units,unit_selling_price,discount_pct_applied,order_status
BF2025-000524,2025-11-28 03:16:40,S028,P0016,,Online,Card,2,792.77,9.1,Completed
BF2025-000525,2025-11-22 04:32:34,S029,P0084,PR011,Online,Card,2,178.2,45.2,Completed
BF2025-000526,2025-11-30 19:25:11,S005,P0011,,Online,Digital Wallet,3,108.13,0.0,Completed
BF2025-000527,2025-11-23 02:57:57,S013,P0052,PR012,Online,Digital Wallet,1,158.2,49.0,Completed
BF2025-000528,2025-11-23 00:22:29,S007,P0110,PR005,Online,Digital Wallet,3,87.49,19.0,Completed
BF2025-000529,2025-11-28 07:10:19,S023,P0062,PR001,Online,Digital Wallet,1,160.77,38.1,Completed
BF2025-000530,2025-11-22 14:57:37,S020,P0045,,Online,Card,1,58.99,0.0,Completed
BF2025-000531,2025-11-28 18:50:29,S006,P0083,PR018,Online,Card,3,152.85,20.0,Completed
BF2025-000532,2025-11-22 10:05:13,S013,P0110,,In-Store,Cash,1,109.97,0.0,Completed
BF2025-000533,2025-11-26 12:20:29,S017,P0029,PR002,Online,Cash,3,134.15,19.1,Completed
BF2025-000534,2025-11-28 01:36:35,S028,P0069,PR018,Online,Digital Wallet,2,25.96,22.1,Completed
BF2025-000535,2025-11-28 11:26:31,S002,P0058,PR007,Online,Card,3,19.45,50.1,Completed
BF2025-000536,2025-11-23 00:54:11,S029,P0054,PR018,In-Store,Card,3,21.89,20.4,Completed
BF2025-000537,2025-11-28 05:22:26,S030,P0064,,In-Store,Cash,4,27.53,0.0,Completed
BF2025-000538,2025-11-28 20:28:40,S028,P0044,PR010,Online,Card,1,48.74,24.0,Completed
BF2025-000539,2025-11-28 11:21:54,S006,P0084,PR002,Online,Card,4,252.41,23.1,Returned
BF2025-000540,2025-11-27 15:15:58,S015,P0067,PR005,Online,Card,3,102.03,24.5,Completed
BF2025-000541,2025-11-30 09:03:32,S010,P0075,,In-Store,Digital Wallet,2,283.6,0.0,Completed
BF2025-000542,2025-11-28 21:51:24,S030,P0014,PR012,In-Store,Card,3,31.87,47.2,Completed
BF2025-000543,2025-11-24 20:34:09,S028,P0095,PR001,Online,Digital Wallet,2,179.64,40.1,Completed
BF2025-000544,2025-11-29 14:08:56,S027,P0080,PR006,In-Store,Card,7,90.85,51.8,Completed
BF2025-000545,2025-11-28 18:05:40,S012,P0050,,Online,Cash,3,38.33,0.0,Completed
BF2025-000546,2025-11-23 11:20:03,S006,P0114,PR007,In-Store,Card,3,36.76,49.8,Completed
BF2025-000547,2025-11-30 14:50:29,S012,P0011,PR001,In-Store,Card,2,69.82,35.8,Completed
BF2025-000548,2025-11-28 19:50:13,S013,P0064,PR004,Online,Card,1,10.2,62.6,Completed
BF2025-000549,2025-11-30 15:45:41,S029,P0057,,Online,Digital Wallet,3,44.92,0.0,Completed
BF2025-000550,2025-11-28 13:08:16,S008,P0068,,In-Store,Digital Wallet,3,19.44,0.0,Completed
BF2025-000551,2025-11-28 10:57:24,S012,P0006,PR001,Online,Digital Wallet,2,74.03,35.5,Completed
BF2025-000552,2025-11-28 04:02:31,S030,P0067,PR014,In-Store,Digital Wallet,3,87.37,33.9,Completed
BF2025-000553,2025-11-24 08:30:45,S002,P0004,,In-Store,Card,2,783.13,0.0,Completed
BF2025-000554,2025-11-27 03:32:22,S008,P0111,,Online,Card,2,205.37,0.0,Completed
BF2025-000555,2025-11-28 02:36:02,S014,P0066,,Online,Card,3,6.0,0.0,Completed
BF2025-000556,2025-11-29 08:30:11,S028,P0071,,Online,Card,2,17.83,0.0,Returned
BF2025-000557,2025-11-24 08:50:28,S020,P0036,PR001,In-Store,Card,1,19.63,39.2,Completed
BF2025-000558,2025-11-30 16:52:25,S014,P0025,PR010,In-Store,Card,2,97.75,26.2,Returned
BF2025-000559,2025-11-28 20:42:40,S017,P0119,PR005,In-Store,Digital Wallet,3,48.44,20.9,Completed
BF2025-000560,2025-11-24 05:38:48,S027,P0043,PR014,Online,Card,2,17.35,32.5,Completed
BF2025-000561,2025-11-28 07:41:48,S017,P0066,,Online,Card,3,5.85,0.0,Canceled
BF2025-000562,2025-11-23 19:19:26,S005,P0049,,Online,Card,3,13.14,0.0,Completed
BF2025-000563,2025-11-28 10:48:55,S027,P0049,PR005,Online,Card,2,10.4,19.8,Completed
BF2025-000564,2025-11-28 20:11:34,S028,P0059,,Online,Card,4,97.28,0.0,Completed
BF2025-000565,2025-11-28 12:18:01,S028,P0023,,In-Store,Card,1,262.3,5.6,Completed
BF2025-000566,2025-11-28 19:02:58,S016,P0114,PR002,Online,Card,2,55.79,23.5,Completed
BF2025-000567,2025-11-28 13:19:27,S028,P0051,PR002,Online,Digital Wallet,1,281.09,21.2,Completed
BF2025-000568,2025-11-26 14:47:56,S012,P0080,PR007,In-Store,Card,3,92.38,52.2,Completed
BF2025-000569,2025-11-30 23:37:43,S027,P0065,PR001,In-Store,Card,4,16.66,36.4,Completed
BF2025-000570,2025-11-22 17:47:17,S003,P0067,PR005,Online,Cash,2,107.4,21.5,Completed
BF2025-000571,2025-11-26 17:37:12,S016,P0061,,Online,Digital Wallet,5,9.67,0.0,Completed
BF2025-000572,2025-11-26 07:35:25,S004,P0039,PR017,Online,Digital Wallet,1,15.86,37.5,Completed
BF2025-000573,2025-11-29 02:23:02,S012,P0077,PR013,Online,Digital Wallet,5,178.09,14.6,Completed
BF2025-000574,2025-11-30 18:00:45,S007,P0098,,In-Store,Digital Wallet,2,213.34,0.0,Completed
BF2025-000575,2025-11-26 04:56:29,S015,P0024,PR005,In-Store,Digital Wallet,1,222.96,22.8,Completed
BF2025-000576,2025-11-28 19:24:50,S005,P0071,,In-Store,Card,1,18.05,0.0,Completed
BF2025-000577,2025-11-28 10:34:37,S020,P0024,,Online,Cash,2,297.2,0.0,Returned
BF2025-000578,2025-11-28 14:41:21,S005,P0068,PR013,Online,Digital Wallet,1,16.68,14.6,Completed
BF2025-000579,2025-11-27 20:51:53,S014,P0051,,Online,Digital Wallet,3,345.45,0.0,Completed
BF2025-000580,2025-11-30 14:55:02,S018,P0048,,In-Store,Card,4,149.61,0.0,Completed
BF2025-000581,2025-11-23 23:18:01,S013,P0024,PR010,Online,Card,1,219.42,24.8,Returned
BF2025-000582,2025-11-30 06:41:36,S010,P0010,PR010,Online,Card,2,65.06,25.2,Completed
BF2025-000583,2025-11-24 23:49:26,S002,P0002,PR016,Online,Card,1,177.99,48.5,Completed
BF2025-000584,2025-11-28 17:29:01,S023,P0032,PR007,In-Store,Digital Wallet,3,87.09,48.7,Completed
BF2025-000585,2025-11-26 11:36:20,S022,P0045,,Online,Cash,2,58.77,0.0,Completed
BF2025-000586,2025-11-28 15:22:55,S028,P0003,PR015,In-Store,Digital Wallet,1,77.14,27.1,Completed
BF2025-000587,2025-11-25 08:20:17,S021,P0041,PR017,In-Store,Card,1,108.48,35.6,Completed
BF2025-000588,2025-11-28 21:15:13,S019,P0038,PR018,In-Store,Card,2,837.98,23.9,Completed
BF2025-000589,2025-11-27 16:47:41,S017,P0118,PR016,Online,Digital Wallet,2,13.83,48.8,Completed
BF2025-000590,2025-11-28 13:57:16,S012,P0101,PR005,In-Store,Cash,3,162.19,21.3,Completed
BF2025-000591,2025-11-28 20:02:06,S019,P0111,PR014,In-Store,Digital Wallet,2,144.1,32.5,Completed
BF2025-000592,2025-11-28 09:37:59,S012,P0087,,Online,Card,4,116.49,0.0,Completed
BF2025-000593,2025-11-28 11:23:47,S025,P0114,PR006,In-Store,Cash,1,34.81,51.8,Completed
BF2025-000594,2025-11-30 15:08:13,S017,P0026,PR017,In-Store,Card,3,392.89,38.3,Returned
BF2025-000595,2025-11-30 10:53:01,S029,P0044,PR004,Online,Cash,2,25.11,61.4,Completed
BF2025-000596,2025-11-28 06:32:46,S019,P0030,PR010,In-Store,Cash,5,28.45,27.1,Completed
BF2025-000597,2025-11-28 04:22:19,S030,P0086,PR014,Online,Card,3,18.01,34.2,Completed
BF2025-000598,2025-11-28 03:38:10,S005,P0049,PR014,In-Store,Cash,2,8.56,35.1,Completed
BF2025-000599,2025-11-28 08:14:56,S001,P0013,PR007,In-Store,Cash,2,98.79,47.6,Completed
BF2025-000600,2025-11-27 23:49:53,S009,P0038,PR018,Online,Card,2,899.45,20.1,Completed
BF2025-000601,2025-11-28 01:12:46,S029,P0059,,Online,Cash,2,95.47,0.0,Completed
BF2025-000602,2025-11-28 06:52:17,S021,P0036,PR015,Online,Digital Wallet,3,22.78,29.0,Completed
BF2025-000603,2025-11-28 04:11:01,S001,P0007,,In-Store,Digital Wallet,4,200.81,0.0,Completed
BF2025-000604,2025-11-23 21:29:29,S013,P0045,,Online,Card,1,49.6,14.8,Completed
BF2025-000605,2025-11-23 11:15:38,S017,P0070,,In-Store,Card,3,672.48,0.0,Completed
BF2025-000606,2025-11-27 23:18:34,S017,P0052,,Online,Card,2,321.77,0.0,Completed
BF2025-000607,2025-11-28 23:53:47,S013,P0061,PR010,Online,Cash,1,7.39,24.4,Completed
BF2025-000608,2025-11-28 16:50:08,S016,P0044,PR012,Online,Card,3,34.15,47.4,Completed
BF2025-000609,2025-11-28 22:08:20,S010,P0067,PR011,In-Store,Digital Wallet,1,77.64,42.7,Completed
BF2025-000610,2025-11-28 19:57:16,S013,P0048,PR015,In-Store,Digital Wallet,2,109.47,26.4,Completed
BF2025-000611,2025-11-28 16:17:06,S010,P0096,PR018,In-Store,Digital Wallet,1,30.24,19.7,Completed
BF2025-000612,2025-11-28 13:09:02,S028,P0058,,In-Store,Card,3,38.9,0.0,Completed
BF2025-000613,2025-11-29 11:39:47,S001,P0019,,Online,Card,2,696.79,0.0,Completed
BF2025-000614,2025-11-28 19:16:41,S026,P0062,,Online,Card,4,266.35,0.0,Completed
BF2025-000615,2025-11-30 13:56:21,S001,P0111,PR001,In-Store,Digital Wallet,3,126.33,39.2,Completed
BF2025-000616,2025-11-25 13:46:30,S009,P0116,PR012,Online,Card,1,92.56,48.8,Completed
BF2025-000617,2025-11-30 11:55:21,S005,P0007,,In-Store,Card,2,196.86,0.0,Returned
BF2025-000618,2025-11-28 07:50:48,S004,P0030,PR018,Online,Card,3,29.73,23.3,Completed
BF2025-000619,2025-11-28 18:44:39,S011,P0074,,In-Store,Cash,1,29.8,0.0,Completed
BF2025-000620,2025-11-25 20:53:18,S014,P0030,PR010,In-Store,Digital Wallet,5,29.24,24.4,Completed
BF2025-000621,2025-11-30 13:24:40,S001,P0077,PR005,In-Store,Digital Wallet,2,155.16,23.8,Completed
BF2025-000622,2025-11-23 11:35:29,S029,P0077,PR007,Online,Card,4,104.84,50.9,Completed
BF2025-000623,2025-11-22 09:52:21,S030,P0056,PR012,Online,Cash,1,4.01,49.2,Completed
BF2025-000624,2025-11-22 03:57:38,S023,P0069,PR016,In-Store,Card,2,16.25,51.3,Completed
BF2025-000625,2025-11-25 21:43:15,S013,P0100,PR016,Online,Card,1,66.96,50.1,Completed
BF2025-000626,2025-11-27 13:10:00,S004,P0035,PR004,In-Store,Cash,3,44.83,63.0,Completed
BF2025-000627,2025-11-30 23:19:24,S004,P0026,PR007,Online,Card,2,322.07,49.0,Canceled
BF2025-000628,2025-11-30 02:29:39,S013,P0055,PR005,In-Store,Cash,3,40.55,23.4,Completed
BF2025-000629,2025-11-28 19:53:40,S021,P0023,,In-Store,Digital Wallet,1,272.88,0.0,Completed
BF2025-000630,2025-11-22 19:08:47,S016,P0069,PR006,Online,Card,1,16.74,48.7,Completed
BF2025-000631,2025-11-22 08:13:32,S015,P0026,PR003,Online,Card,1,430.48,33.1,Completed
BF2025-000632,2025-11-23 19:25:05,S022,P0047,PR001,Online,Digital Wallet,1,11.33,36.3,Completed
BF2025-000633,2025-11-28 18:40:30,S014,P0112,PR002,In-Store,Digital Wallet,3,116.07,21.1,Completed
BF2025-000634,2025-11-28 10:07:02,S024,P0095,,Online,Cash,2,316.02,0.0,Completed
BF2025-000635,2025-11-29 13:38:31,S022,P0055,,In-Store,Card,2,53.92,0.0,Completed
BF2025-000636,2025-11-28 02:24:48,S009,P0019,PR012,Online,Card,2,341.43,52.0,Returned
BF2025-000637,2025-11-28 18:04:40,S002,P0022,,Online,Digital Wallet,2,109.73,0.0,Completed
BF2025-000638,2025-11-28 07:14:36,S003,P0080,,Online,Card,3,197.32,0.0,Completed
BF2025-000639,2025-11-28 04:17:24,S005,P0022,PR018,Online,Digital Wallet,1,87.32,21.3,Completed
BF2025-000640,2025-11-29 19:12:23,S030,P0042,,In-Store,Cash,5,110.14,0.0,Completed
BF2025-000641,2025-11-29 20:35:02,S022,P0063,,Online,Card,2,130.53,12.2,Completed
BF2025-000642,2025-11-28 05:57:34,S021,P0003,PR004,Online,Card,5,39.55,62.3,Completed
BF2025-000643,2025-11-23 14:23:32,S019,P0023,,In-Store,Digital Wallet,2,273.09,0.0,Completed
BF2025-000644,2025-11-22 12:23:05,S026,P0049,,Online,Card,2,12.54,0.0,Completed
BF2025-000645,2025-11-28 05:20:29,S005,P0087,,In-Store,Card,1,105.44,11.5,Completed
BF2025-000646,2025-11-22 19:04:42,S022,P0091,PR010,Online,Card,2,115.05,24.9,Completed
BF2025-000647,2025-11-29 10:07:20,S029,P0086,,Online,Cash,2,25.86,0.0,Completed
BF2025-000648,2025-11-28 08:14:42,S017,P0114,,In-Store,Card,1,73.3,0.0,Completed
BF2025-000649,2025-11-28 18:13:43,S029,P0100,PR007,Online,Card,4,65.6,50.8,Completed
BF2025-000650,2025-11-30 04:08:07,S010,P0009,,In-Store,Card,3,268.41,0.0,Completed
BF2025-000651,2025-11-26 23:40:28,S022,P0045,,In-Store,Card,3,50.11,13.0,Completed
BF2025-000652,2025-11-28 10:43:54,S024,P0065,PR018,In-Store,Card,1,21.54,19.6,Completed
BF2025-000653,2025-11-28 14:49:46,S016,P0103,,In-Store,Card,3,24.14,0.0,Completed
BF2025-000654,2025-11-23 04:34:47,S011,P0005,,In-Store,Card,3,197.99,0.0,Completed
BF2025-000655,2025-11-22 17:25:48,S004,P0105,PR010,In-Store,Card,5,201.77,27.5,Completed
BF2025-000656,2025-11-29 09:15:59,S019,P0110,,Online,Card,2,110.52,0.0,Completed
BF2025-000657,2025-11-30 11:05:53,S010,P0056,,Online,Card,1,7.61,0.0,Completed
BF2025-000658,2025-11-26 14:00:18,S001,P0008,PR009,Online,Digital Wallet,6,12.44,35.1,Completed
BF2025-000659,2025-11-29 20:59:33,S028,P0060,PR009,In-Store,Card,3,146.42,31.2,Completed
BF2025-000660,2025-11-28 16:11:44,S017,P0016,,In-Store,Card,2,805.46,9.4,Completed
BF2025-000661,2025-11-22 08:35:49,S001,P0064,,Online,Card,1,27.26,0.0,Completed
BF2025-000662,2025-11-28 11:11:33,S009,P0117,PR004,Online,Card,2,13.56,58.5,Completed
BF2025-000663,2025-11-27 23:28:00,S011,P0089,PR009,Online,Digital Wallet,4,58.07,37.2,Completed
BF2025-000664,2025-11-26 20:28:57,S021,P0031,PR004,In-Store,Cash,3,23.98,58.8,Completed
BF2025-000665,2025-11-28 09:38:56,S005,P0073,PR008,In-Store,Card,3,36.05,30.0,Completed
BF2025-000666,2025-11-26 10:41:31,S006,P0117,,Online,Card,2,31.27,0.0,Completed
BF2025-000667,2025-11-28 14:23:29,S007,P0048,PR017,In-Store,Card,2,95.01,37.1,Completed
BF2025-000668,2025-11-30 12:09:02,S015,P0070,PR014,Online,Cash,6,469.39,30.7,Completed
BF2025-000669,2025-11-25 13:38:15,S022,P0059,PR006,Online,Digital Wallet,1,46.73,48.7,Completed
BF2025-000670,2025-11-26 00:14:46,S026,P0117,PR012,Online,Card,2,17.58,46.8,Completed
BF2025-000671,2025-11-28 23:57:59,S001,P0095,,Online,Digital Wallet,2,313.84,0.0,Canceled
BF2025-000672,2025-11-29 19:15:23,S028,P0008,PR014,In-Store,Card,5,12.47,37.3,Completed
BF2025-000673,2025-11-24 10:54:11,S018,P0058,,Online,Digital Wallet,3,39.73,0.0,Completed
BF2025-000674,2025-11-28 21:28:16,S012,P0073,PR008,In-Store,Cash,1,35.26,30.5,Completed
BF2025-000675,2025-11-29 21:18:52,S008,P0008,,In-Store,Digital Wallet,1,20.12,0.0,Completed
BF2025-000676,2025-11-25 21:33:56,S007,P0120,PR004,Online,Card,2,116.63,62.0,Completed
BF2025-000677,2025-11-29 17:29:05,S003,P0027,PR003,Online,Digital Wallet,1,98.46,32.2,Completed
BF2025-000678,2025-11-24 14:25:00,S024,P0056,,In-Store,Card,2,7.79,0.0,Completed
BF2025-000679,2025-11-23 22:25:53,S025,P0041,PR003,In-Store,Card,4,112.81,33.4,Completed
BF2025-000680,2025-11-28 14:44:26,S002,P0118,,In-Store,Card,3,26.44,0.0,Completed
BF2025-000681,2025-11-29 06:22:42,S019,P0002,,Online,Cash,3,341.0,0.0,Completed
BF2025-000682,2025-11-25 23:34:03,S020,P0069,PR011,Online,Cash,3,19.43,42.1,Completed
BF2025-000683,2025-11-28 18:12:53,S030,P0011,,In-Store,Card,3,111.73,0.0,Completed
BF2025-000684,2025-11-28 12:28:55,S002,P0058,,Online,Cash,1,40.31,0.0,Completed
BF2025-000685,2025-11-28 06:10:44,S007,P0081,,Online,Cash,4,95.31,0.0,Completed
BF2025-000686,2025-11-28 03:23:42,S027,P0078,PR001,Online,Card,4,180.15,34.9,Completed
BF2025-000687,2025-11-23 14:14:57,S024,P0066,,Online,Card,1,5.89,0.0,Completed
BF2025-000688,2025-11-28 13:08:54,S009,P0065,PR014,Online,Cash,2,17.51,32.5,Completed
BF2025-000689,2025-11-28 13:15:14,S012,P0042,PR011,In-Store,Card,1,58.05,45.4,Completed
BF2025-000690,2025-11-28 23:48:23,S027,P0042,PR001,Online,Cash,1,67.54,39.6,Completed
BF2025-000691,2025-11-23 16:59:05,S005,P0003,PR006,Online,Digital Wallet,4,51.12,51.1,Completed
BF2025-000692,2025-11-28 07:58:58,S020,P0010,,In-Store,Card,3,89.25,0.0,Completed
BF2025-000693,2025-11-22 23:30:24,S007,P0054,,In-Store,Cash,3,28.19,0.0,Completed
BF2025-000694,2025-11-28 11:41:08,S008,P0003,,Online,Digital Wallet,2,103.1,0.0,Completed
BF2025-000695,2025-11-22 13:48:57,S003,P0112,PR011,Online,Digital Wallet,4,83.16,42.0,Completed
BF2025-000696,2025-11-29 07:14:42,S007,P0011,,In-Store,Cash,3,110.49,0.0,Completed
BF2025-000697,2025-11-23 21:14:06,S005,P0076,PR002,Online,Card,3,894.0,19.8,Completed
BF2025-000698,2025-11-28 15:01:59,S017,P0054,PR005,In-Store,Card,4,21.32,22.3,Completed
BF2025-000699,2025-11-28 03:36:04,S007,P0086,PR010,Online,Digital Wallet,2,20.29,24.6,Completed
BF2025-000700,2025-11-28 02:49:06,S028,P0036,PR012,Online,Card,3,16.89,47.6,Completed
BF2025-000701,2025-11-27 05:34:56,S014,P0061,,Online,Card,3,9.73,0.0,Completed
BF2025-000702,2025-11-22 01:08:35,S028,P0087,,Online,Card,3,114.79,0.0,Returned
BF2025-000703,2025-11-28 19:44:58,S021,P0028,,Online,Cash,2,122.88,12.4,Completed
BF2025-000704,2025-11-30 02:53:51,S024,P0060,PR005,Online,Cash,2,172.16,19.4,Completed
BF2025-000705,2025-11-29 11:12:27,S002,P0085,PR017,Online,Cash,2,25.29,35.4,Returned
BF2025-000706,2025-11-30 21:48:52,S017,P0034,,In-Store,Card,1,255.75,0.0,Completed
BF2025-000707,2025-11-27 11:32:34,S009,P0004,PR011,In-Store,Card,2,458.25,44.3,Completed
BF2025-000708,2025-11-23 18:08:40,S002,P0109,PR010,Online,Card,1,94.65,24.7,Completed
BF2025-000709,2025-11-30 08:30:18,S010,P0016,,In-Store,Card,5,857.35,0.0,Completed
BF2025-000710,2025-11-22 20:05:00,S002,P0088,PR001,In-Store,Card,2,92.36,35.5,Returned
BF2025-000711,2025-11-25 10:22:47,S030,P0048,PR004,Online,Card,3,59.52,60.4,Completed
BF2025-000712,2025-11-28 19:02:47,S008,P0080,,In-Store,Card,3,192.28,0.0,Completed
BF2025-000713,2025-11-28 13:51:04,S023,P0030,PR001,In-Store,Cash,2,23.87,37.8,Completed
BF2025-000714,2025-11-22 10:44:33,S023,P0010,,Online,Card,3,81.49,6.5,Completed
BF2025-000715,2025-11-23 13:43:03,S020,P0053,PR004,Online,Card,1,361.58,60.5,Completed
BF2025-000716,2025-11-23 14:48:01,S005,P0035,PR006,Online,Digital Wallet,2,56.54,53.1,Completed
BF2025-000717,2025-11-22 11:02:19,S024,P0095,,Online,Card,1,250.13,17.6,Completed
BF2025-000718,2025-11-29 19:18:56,S028,P0085,PR010,Online,Digital Wallet,3,28.87,27.3,Completed
BF2025-000719,2025-11-28 17:01:50,S013,P0002,PR002,Online,Card,1,260.87,25.1,Completed
BF2025-000720,2025-11-23 13:51:59,S026,P0058,PR008,Online,Card,2,26.92,31.8,Completed
BF2025-000721,2025-11-28 14:20:31,S006,P0061,PR006,Online,Digital Wallet,2,4.81,49.0,Completed
BF2025-000722,2025-11-30 01:03:55,S025,P0044,PR012,Online,Card,2,34.43,47.4,Completed
BF2025-000723,2025-11-23 15:25:20,S011,P0028,,In-Store,Digital Wallet,4,139.88,0.0,Completed
BF2025-000724,2025-11-29 15:57:47,S013,P0084,PR007,In-Store,Digital Wallet,5,173.56,46.6,Completed
BF2025-000725,2025-11-28 21:12:13,S008,P0120,PR006,Online,Card,2,144.48,50.6,Completed
BF2025-000726,2025-11-22 02:09:58,S022,P0080,,Online,Digital Wallet,3,198.75,0.0,Completed
BF2025-000727,2025-11-25 08:43:46,S012,P0085,PR011,In-Store,Digital Wallet,1,22.86,41.5,Completed
BF2025-000728,2025-11-28 13:47:58,S001,P0070,PR018,In-Store,Card,2,517.69,22.6,Completed
BF2025-000729,2025-11-28 12:33:08,S004,P0118,PR002,Online,Digital Wallet,3,19.17,27.7,Completed
BF2025-000730,2025-11-28 03:22:30,S022,P0042,PR016,Online,Card,7,52.17,50.9,Completed
BF2025-000731,2025-11-26 10:29:08,S012,P0043,PR014,Online,Card,3,18.26,27.9,Completed
BF2025-000732,2025-11-23 11:09:13,S030,P0034,,Online,Digital Wallet,1,256.05,0.0,Completed
BF2025-000733,2025-11-28 19:10:29,S008,P0064,PR014,Online,Card,1,17.33,34.5,Completed
BF2025-000734,2025-11-23 20:12:39,S017,P0070,,In-Store,Card,4,560.5,18.0,Completed
BF2025-000735,2025-11-28 16:06:19,S021,P0057,PR018,In-Store,Cash,1,35.0,22.2,Completed
BF2025-000736,2025-11-29 05:57:39,S001,P0108,,In-Store,Card,2,165.66,0.0,Completed
BF2025-000737,2025-11-27 22:23:09,S007,P0036,,Online,Cash,1,31.71,0.0,Completed
BF2025-000738,2025-11-23 18:06:36,S022,P0046,PR010,Online,Card,4,125.06,26.7,Completed
BF2025-000739,2025-11-22 04:32:38,S004,P0105,PR016,In-Store,Card,6,132.83,50.2,Returned
BF2025-000740,2025-11-29 10:58:20,S012,P0053,,Online,Card,2,841.06,10.7,Completed
BF2025-000741,2025-11-23 02:17:02,S004,P0046,PR003,Online,Card,3,116.08,34.2,Completed
BF2025-000742,2025-11-28 06:18:44,S014,P0082,PR017,Online,Card,1,335.24,37.5,Completed
BF2025-000743,2025-11-22 01:00:24,S013,P0087,,Online,Digital Wallet,2,109.89,9.4,Completed
BF2025-000744,2025-11-28 04:40:00,S017,P0043,PR007,Online,Card,3,12.22,51.3,Completed
BF2025-000745,2025-11-30 05:14:13,S023,P0083,,Online,Card,3,193.59,0.0,Completed
BF2025-000746,2025-11-22 14:59:20,S011,P0030,,Online,Digital Wallet,1,34.41,9.0,Completed
BF2025-000747,2025-11-28 15:03:48,S024,P0079,PR010,In-Store,Card,2,108.01,28.5,Completed
BF2025-000748,2025-11-22 11:29:51,S001,P0003,PR011,In-Store,Cash,1,60.59,42.1,Completed
BF2025-000749,2025-11-28 16:49:42,S023,P0089,,In-Store,Card,3,89.02,5.8,Completed
BF2025-000750,2025-11-24 19:04:10,S016,P0044,PR007,Online,Card,3,29.67,52.9,Completed
BF2025-000751,2025-11-30 19:00:06,S030,P0090,,Online,Digital Wallet,2,489.81,0.0,Completed
BF2025-000752,2025-11-30 01:54:01,S008,P0101,PR006,Online,Digital Wallet,2,101.14,51.2,Completed
BF2025-000753,2025-11-26 05:18:08,S005,P0090,PR015,Online,Card,3,358.3,25.3,Completed
BF2025-000754,2025-11-30 12:59:31,S004,P0023,,In-Store,Digital Wallet,4,274.87,0.0,Completed
BF2025-000755,2025-11-28 14:18:55,S017,P0043,PR016,In-Store,Card,1,11.53,54.7,Completed
BF2025-000756,2025-11-28 23:14:42,S003,P0102,PR008,Online,Card,2,467.6,31.6,Completed
BF2025-000757,2025-11-22 07:58:23,S006,P0056,PR007,In-Store,Card,1,4.04,49.0,Returned
BF2025-000758,2025-11-28 21:02:18,S009,P0086,,In-Store,Digital Wallet,4,21.87,17.4,Completed
BF2025-000759,2025-11-28 13:51:44,S007,P0057,PR006,In-Store,Card,2,23.28,48.0,Completed
BF2025-000760,2025-11-29 11:39:01,S015,P0007,PR018,Online,Card,4,150.31,22.6,Completed
BF2025-000761,2025-11-28 14:48:01,S028,P0099,PR002,In-Store,Digital Wallet,2,205.74,27.2,Completed
BF2025-000762,2025-11-28 15:38:35,S014,P0024,,Online,Card,1,284.34,0.0,Completed
BF2025-000763,2025-11-23 06:03:05,S024,P0060,PR013,In-Store,Card,1,182.86,15.1,Completed
BF2025-000764,2025-11-30 12:40:05,S029,P0003,PR012,In-Store,Digital Wallet,3,53.25,49.0,Completed
BF2025-000765,2025-11-28 00:11:49,S019,P0076,PR006,Online,Card,3,539.47,50.9,Canceled
BF2025-000766,2025-11-28 13:41:02,S021,P0102,PR017,Online,Card,2,409.77,38.3,Completed
BF2025-000767,2025-11-28 05:16:54,S012,P0092,,In-Store,Card,3,142.46,14.2,Completed
BF2025-000768,2025-11-24 14:37:00,S024,P0081,PR016,Online,Digital Wallet,1,46.53,52.0,Returned
BF2025-000769,2025-11-22 19:50:38,S025,P0032,PR005,In-Store,Digital Wallet,2,140.08,17.3,Completed
BF2025-000770,2025-11-30 20:04:19,S011,P0028,,In-Store,Digital Wallet,2,139.78,0.0,Completed
BF2025-000771,2025-11-28 02:41:21,S001,P0065,,Online,Card,2,26.05,0.0,Completed
BF2025-000772,2025-11-28 22:46:17,S028,P0076,PR014,Online,Card,3,742.53,32.3,Completed
BF2025-000773,2025-11-22 10:23:43,S008,P0019,,Online,Digital Wallet,4,701.85,0.0,Completed
BF2025-000774,2025-11-29 14:03:23,S005,P0067,,Online,Digital Wallet,1,132.31,0.0,Completed
BF2025-000775,2025-11-27 01:55:48,S005,P0102,PR005,Online,Digital Wallet,2,513.35,22.8,Completed
BF2025-000776,2025-11-30 14:48:30,S016,P0075,,Online,Card,2,290.67,0.0,Completed
BF2025-000777,2025-11-27 13:25:46,S015,P0021,PR008,In-Store,Digital Wallet,2,24.31,29.2,Completed
BF2025-000778,2025-11-28 19:03:27,S026,P0028,PR005,Online,Card,4,113.85,17.5,Returned
BF2025-000779,2025-11-30 18:53:35,S007,P0098,PR004,In-Store,Card,4,75.68,64.2,Completed
BF2025-000780,2025-11-30 14:59:29,S006,P0082,PR006,Online,Digital Wallet,1,250.66,53.8,Completed
BF2025-000781,2025-11-28 01:51:40,S030,P0010,PR017,Online,Card,4,55.7,36.1,Completed
BF2025-000782,2025-11-24 07:30:43,S010,P0054,PR011,In-Store,Cash,4,15.31,44.6,Canceled
BF2025-000783,2025-11-29 06:20:57,S019,P0065,PR006,Online,Digital Wallet,3,12.38,52.1,Completed
BF2025-000784,2025-11-28 18:36:05,S015,P0052,,Online,Digital Wallet,5,310.77,0.0,Completed
